booking_id,tourist_id,hotel_id,destination_id,booking_date,check_in,check_out,season,payment_method,hotel_cost,food_cost,transport_cost,shopping_cost,activity_cost,discount,total_cost,stay_duration,revenue,profit,average_daily_cost
1942,215,185,194,2024-09-15,2024-10-03,2024-10-07,Autumn,Credit Card,20935.36,17687.37,17977.24,2627.05,6160.18,2431.94,62955.26,4,62955.26,12591.05,15738.82
1943,569,13,117,2024-11-04,2024-12-06,2024-12-11,Winter,Debit Card,9718.55,3939.91,3431.22,129.86,3339.94,1238.42,19321.06,5,19321.06,3864.21,3864.21
1944,118,187,23,2023-11-25,2023-12-04,2023-12-06,Winter,Debit Card,6609.02,5658.74,4674.5,10513.8,1001.56,280.61,28177.01,2,28177.01,5635.4,14088.5
1945,768,102,55,2024-04-02,2024-05-16,2024-05-19,Summer,Credit Card,10053.06,5353.94,6680.21,255.33,1017.75,1094.96,22265.33,3,22265.33,4453.07,7421.78
1946,974,202,3,2024-01-28,2024-03-25,2024-03-29,Summer,Net Banking,17618.28,6224.21,1074.19,8392.46,3932.7,1740.7,35501.14,4,35501.14,7100.23,8875.28
1947,585,490,39,2024-01-30,2024-03-08,2024-03-15,Summer,Credit Card,40832.33,7504.91,3452.39,5722.96,2116.26,1415.86,58212.99,7,58212.99,11642.6,8316.14
1948,463,93,27,2024-11-27,2024-12-04,2024-12-07,Winter,Debit Card,3918.33,3561.31,2729.39,2237.21,1107.08,213.84,13339.48,3,13339.48,2667.9,4446.49
1949,818,199,151,2024-05-15,2024-06-06,2024-06-10,Monsoon,Cash,8896.04,7905.07,1414.23,8442.5,2759.61,482.94,28934.51,4,28934.51,5786.9,7233.63
1950,699,228,114,2023-06-19,2023-07-25,2023-07-30,Monsoon,Credit Card,19487.95,12200.71,13410.58,11097.16,9594.06,2436.59,63353.87,5,63353.87,12670.77,12670.77
1951,478,347,53,2023-04-27,2023-06-24,2023-06-29,Monsoon,Credit Card,26726.7,8628.67,3344.95,5079.76,1922.05,2212.27,43489.86,5,43489.86,8697.97,8697.97
1952,549,445,196,2024-07-16,2024-07-25,2024-07-27,Monsoon,Cash,3659.06,2029.07,3419.8,2004.67,1713.69,207.74,12618.55,2,12618.55,2523.71,6309.28
1953,992,246,3,2024-09-09,2024-09-27,2024-10-04,Autumn,Debit Card,15701.28,50130.08,9514.4,9775.51,8051.92,396.18,92777.01,7,92777.01,18555.4,13253.86
1954,206,77,117,2024-05-21,2024-06-22,2024-06-26,Monsoon,Cash,5568.44,8724.5,8975.02,5276.76,3343.45,371.23,31516.94,4,31516.94,6303.39,7879.24
1955,760,199,151,2024-05-16,2024-06-27,2024-07-04,Monsoon,UPI,15568.07,24679.25,7160.99,6279.67,6204.34,1889.53,58002.79,7,58002.79,11600.56,8286.11
1956,245,141,82,2024-11-03,2024-11-28,2024-12-05,Autumn,Credit Card,40419.54,39698.86,5467.8,846.64,6393.27,2683.96,90142.15,7,90142.15,18028.43,12877.45
1957,174,308,163,2024-09-25,2024-11-22,2024-11-29,Autumn,Cash,75504.17,17850.57,4066.71,4085.83,4829.58,3768.78,102568.08,7,102568.08,20513.62,14652.58
1958,28,122,138,2024-08-30,2024-10-09,2024-10-11,Autumn,Net Banking,6481.36,2574.93,2498.39,5320.96,1195.53,518.84,17552.33,2,17552.33,3510.47,8776.17
1959,948,207,77,2023-05-12,2023-06-24,2023-06-26,Monsoon,Debit Card,11197.5,2221.25,2519.1,9760.18,2337.02,1170.07,26864.98,2,26864.98,5373.0,13432.49
1960,284,416,153,2024-06-04,2024-07-08,2024-07-11,Monsoon,Credit Card,4345.89,11708.31,9003.79,1747.22,1009.16,573.6,27240.77,3,27240.77,5448.15,9080.26
1961,224,91,200,2024-12-21,2024-12-27,2024-12-31,Winter,Credit Card,16795.6,2275.34,3952.38,1411.52,1763.37,580.61,25617.6,4,25617.6,5123.52,6404.4
1962,546,232,76,2024-07-21,2024-08-07,2024-08-11,Monsoon,Net Banking,22565.72,4803.67,3590.88,2664.78,3942.07,2669.58,34897.54,4,34897.54,6979.51,8724.38
1963,923,202,3,2023-08-21,2023-09-08,2023-09-11,Autumn,Net Banking,13213.71,4292.18,7443.29,11147.96,2566.07,665.33,37997.88,3,37997.88,7599.58,12665.96
1964,151,401,4,2024-01-01,2024-02-27,2024-02-29,Winter,Credit Card,28568.08,3631.38,1084.59,6282.85,2026.74,2069.49,39524.15,2,39524.15,7904.83,19762.08
1965,547,57,22,2024-06-04,2024-07-04,2024-07-08,Monsoon,Cash,19834.48,12867.21,16288.59,17127.96,9786.48,601.53,75303.19,4,75303.19,15060.64,18825.8
1966,202,121,158,2023-09-04,2023-09-14,2023-09-18,Autumn,UPI,9264.36,5921.6,4114.31,15519.8,3238.59,980.84,37077.82,4,37077.82,7415.56,9269.46
1967,485,271,76,2024-06-06,2024-08-01,2024-08-05,Monsoon,Debit Card,10991.64,8026.86,3137.25,8412.16,5475.05,1419.1,34623.86,4,34623.86,6924.77,8655.96
1968,482,172,167,2024-04-28,2024-06-02,2024-06-04,Monsoon,Cash,3134.38,3040.6,1479.0,1599.21,1138.17,415.17,9976.19,2,9976.19,1995.24,4988.1
1969,409,473,50,2023-03-07,2023-03-19,2023-03-22,Summer,Debit Card,55898.49,3713.93,2014.21,5982.22,2558.87,8094.6,62073.12,3,62073.12,12414.62,20691.04
1970,983,345,20,2023-01-31,2023-03-08,2023-03-13,Summer,Cash,6667.9,11688.41,4675.73,13868.47,6449.51,11.71,43338.31,5,43338.31,8667.66,8667.66
1971,593,34,98,2024-09-12,2024-10-28,2024-11-01,Autumn,Credit Card,12934.76,26347.27,15388.85,9623.81,8049.07,1873.51,70470.25,4,70470.25,14094.05,17617.56
1972,541,105,34,2024-09-07,2024-10-15,2024-10-22,Autumn,UPI,96209.61,8879.05,1785.11,106.3,1390.07,12142.98,96227.16,7,96227.16,19245.43,13746.74
1973,360,237,170,2024-02-28,2024-03-22,2024-03-29,Summer,Credit Card,16244.9,22704.76,8119.01,11163.44,3919.02,1252.66,60898.47,7,60898.47,12179.69,8699.78
1974,630,6,31,2024-02-18,2024-04-18,2024-04-24,Summer,Debit Card,28465.74,18228.14,7458.3,14464.6,2514.87,3156.95,67974.7,6,67974.7,13594.94,11329.12
1975,85,220,123,2024-05-11,2024-06-24,2024-06-30,Monsoon,UPI,16785.96,11533.49,4975.39,8887.57,2427.89,1659.26,42951.04,6,42951.04,8590.21,7158.51
1976,923,162,16,2023-11-14,2023-12-01,2023-12-04,Winter,Credit Card,63492.69,6435.46,8189.75,7842.85,6221.87,7855.78,84326.84,3,84326.84,16865.37,28108.95
1977,159,217,37,2023-05-13,2023-07-04,2023-07-08,Monsoon,Debit Card,20463.04,5832.6,8366.98,679.75,1721.07,2908.56,34154.88,4,34154.88,6830.98,8538.72
1978,675,319,18,2023-05-02,2023-05-08,2023-05-14,Summer,Debit Card,14605.68,22384.58,4865.73,19286.54,3468.37,2123.05,62487.85,6,62487.85,12497.57,10414.64
1979,251,16,187,2023-05-30,2023-06-26,2023-06-30,Monsoon,Credit Card,9951.44,12286.55,6714.84,3752.65,1929.12,175.36,34459.24,4,34459.24,6891.85,8614.81
1980,888,500,84,2024-07-28,2024-08-07,2024-08-13,Monsoon,UPI,10234.02,3039.41,2168.82,2004.78,2825.05,816.21,19455.87,6,19455.87,3891.17,3242.64
1981,717,20,71,2024-07-04,2024-07-17,2024-07-19,Monsoon,UPI,4257.74,2585.04,1497.78,6931.18,2483.15,581.21,17173.68,2,17173.68,3434.74,8586.84
1982,58,466,28,2024-11-24,2024-12-17,2024-12-24,Winter,Net Banking,32818.52,5783.9,3064.82,4434.65,3385.94,2953.68,46534.15,7,46534.15,9306.83,6647.74
1983,907,105,34,2023-06-12,2023-08-09,2023-08-16,Monsoon,UPI,96209.61,18359.8,4157.4,9472.8,1561.36,12382.48,117378.49,7,117378.49,23475.7,16768.36
1984,549,81,152,2023-05-19,2023-06-25,2023-06-28,Monsoon,Net Banking,8469.42,5693.09,4407.81,5868.82,3538.26,125.09,27852.31,3,27852.31,5570.46,9284.1
1985,352,95,162,2024-10-18,2024-11-21,2024-11-28,Autumn,Net Banking,35975.8,11627.05,4133.77,6613.83,777.43,4885.14,54242.74,7,54242.74,10848.55,7748.96
1986,606,22,63,2023-02-15,2023-03-19,2023-03-26,Summer,Cash,8388.66,12505.72,3983.99,13351.34,3756.94,130.0,41856.65,7,41856.65,8371.33,5979.52
1987,819,174,141,2023-12-08,2024-01-17,2024-01-21,Winter,Cash,43761.24,12873.41,9078.2,16906.13,6159.66,3350.5,85428.14,4,85428.14,17085.63,21357.04
1988,140,336,179,2024-01-31,2024-02-23,2024-02-25,Winter,Debit Card,6877.92,3752.35,1107.05,9327.77,1945.41,959.76,22050.74,2,22050.74,4410.15,11025.37
1989,355,402,16,2023-03-13,2023-05-12,2023-05-16,Summer,Cash,21152.44,5064.68,4435.21,5077.9,2991.32,2106.93,36614.62,4,36614.62,7322.92,9153.66
1990,458,225,5,2024-10-22,2024-12-15,2024-12-20,Winter,Net Banking,14223.8,34211.84,7509.74,20679.26,4066.99,605.66,80085.97,5,80085.97,16017.19,16017.19
1991,726,61,147,2023-12-08,2024-02-05,2024-02-09,Winter,Cash,4352.6,6873.4,1993.28,5961.35,2654.93,11.12,21824.44,4,21824.44,4364.89,5456.11
1992,64,364,108,2024-03-30,2024-05-12,2024-05-16,Summer,Cash,8972.52,6992.77,3276.76,7372.12,2116.46,356.86,28373.77,4,28373.77,5674.75,7093.44
1993,737,433,99,2024-11-01,2024-11-14,2024-11-17,Autumn,Cash,17719.35,6068.27,5374.19,16909.09,1821.89,876.82,47015.97,3,47015.97,9403.19,15671.99
1994,601,114,71,2023-03-13,2023-05-06,2023-05-11,Summer,Net Banking,9108.5,10531.15,6293.27,14242.23,3266.31,169.32,43272.14,5,43272.14,8654.43,8654.43
1995,159,467,147,2023-10-02,2023-10-16,2023-10-23,Autumn,Net Banking,14517.09,13808.99,3220.88,1129.57,2683.07,800.95,34558.65,7,34558.65,6911.73,4936.95
1996,116,356,176,2024-08-29,2024-10-04,2024-10-11,Autumn,Credit Card,36514.45,4086.76,2131.67,3645.37,2444.9,4328.64,44494.51,7,44494.51,8898.9,6356.36
1997,362,183,134,2024-07-30,2024-08-27,2024-09-01,Monsoon,Debit Card,21454.3,19373.29,5391.7,11164.87,7789.03,690.9,64482.29,5,64482.29,12896.46,12896.46
1998,382,407,130,2024-10-24,2024-12-23,2024-12-28,Winter,Net Banking,29968.65,6317.31,3241.96,7823.19,1746.42,34.97,49062.56,5,49062.56,9812.51,9812.51
1999,823,381,184,2023-11-16,2023-12-17,2023-12-24,Winter,Credit Card,16525.53,13167.77,2635.66,1775.89,7375.02,1686.82,39793.05,7,39793.05,7958.61,5684.72
2000,573,165,158,2023-06-01,2023-07-21,2023-07-27,Monsoon,Net Banking,13107.42,8247.64,1892.27,5559.88,3605.08,1530.49,30881.8,6,30881.8,6176.36,5146.97
2001,631,350,126,2023-11-04,2023-12-22,2023-12-27,Winter,Credit Card,15605.35,6426.34,4822.66,8833.53,3941.63,1278.83,38350.68,5,38350.68,7670.14,7670.14
2002,662,348,21,2022-12-05,2023-01-02,2023-01-06,Winter,Cash,7374.04,3181.42,1313.12,1080.27,3444.27,191.59,16201.53,4,16201.53,3240.31,4050.38
2003,166,208,104,2023-03-31,2023-05-20,2023-05-23,Summer,Debit Card,6078.54,8431.68,8571.1,7801.72,4048.58,38.81,34892.81,3,34892.81,6978.56,11630.94
2004,932,2,189,2023-07-09,2023-08-18,2023-08-25,Monsoon,Net Banking,32883.2,8946.98,4774.55,9942.83,719.74,2625.54,54641.76,7,54641.76,10928.35,7805.97
2005,217,271,76,2024-04-06,2024-04-17,2024-04-22,Summer,Net Banking,13739.55,20671.48,7177.91,31750.93,12896.54,1657.78,84578.63,5,84578.63,16915.73,16915.73
2006,757,5,78,2024-04-29,2024-06-17,2024-06-19,Monsoon,Debit Card,2489.28,3387.31,7148.58,7285.64,2740.24,103.84,22947.21,2,22947.21,4589.44,11473.6
2007,746,418,155,2024-04-22,2024-04-28,2024-05-02,Summer,Net Banking,22165.12,5889.46,1776.5,6842.24,1082.59,1645.44,36110.47,4,36110.47,7222.09,9027.62
2008,841,223,77,2024-04-26,2024-06-20,2024-06-27,Monsoon,UPI,76745.9,16095.55,6718.32,9893.99,3694.85,9839.64,103308.97,7,103308.97,20661.79,14758.42
2009,280,313,124,2024-06-05,2024-07-13,2024-07-18,Monsoon,Credit Card,9021.7,17260.8,17278.17,13824.8,9484.24,1329.92,65539.79,5,65539.79,13107.96,13107.96
2010,583,316,185,2023-05-08,2023-07-03,2023-07-07,Monsoon,UPI,9641.32,6848.52,2613.5,6535.94,1185.94,403.7,26421.52,4,26421.52,5284.3,6605.38
2011,965,79,190,2023-07-19,2023-08-28,2023-09-03,Monsoon,Net Banking,15843.24,5414.42,4820.6,3886.01,1964.05,2366.98,29561.34,6,29561.34,5912.27,4926.89
2012,532,33,63,2023-11-13,2023-12-22,2023-12-25,Winter,Debit Card,4422.81,4094.42,4162.68,2429.93,3202.39,418.05,17894.18,3,17894.18,3578.84,5964.73
2013,903,331,26,2024-03-13,2024-04-18,2024-04-21,Summer,Debit Card,15610.23,10016.86,3431.21,3740.2,3961.61,1306.57,35453.54,3,35453.54,7090.71,11817.85
2014,277,28,58,2023-10-31,2023-12-07,2023-12-12,Winter,Net Banking,26115.5,16918.89,6889.28,17808.46,6971.07,1942.1,72761.1,5,72761.1,14552.22,14552.22
2015,251,27,82,2024-10-30,2024-12-11,2024-12-16,Winter,UPI,6549.05,13623.02,5035.36,7189.1,6062.51,899.89,37559.15,5,37559.15,7511.83,7511.83
2016,381,423,51,2024-07-01,2024-08-18,2024-08-20,Monsoon,Credit Card,2437.24,7320.15,4698.59,16994.59,1922.35,144.63,33228.29,2,33228.29,6645.66,16614.14
2017,767,246,3,2024-06-30,2024-07-21,2024-07-27,Monsoon,UPI,13458.24,9867.04,5313.85,4483.83,4268.25,742.18,36649.03,6,36649.03,7329.81,6108.17
2018,110,131,58,2024-11-16,2024-12-07,2024-12-11,Winter,Debit Card,12340.12,4507.73,4334.71,1755.6,5794.98,798.33,27934.81,4,27934.81,5586.96,6983.7
2019,257,234,200,2024-11-27,2024-12-05,2024-12-08,Winter,UPI,7014.36,1872.7,3297.76,5716.49,2346.88,705.65,19542.54,3,19542.54,3908.51,6514.18
2020,674,12,184,2024-10-28,2024-12-12,2024-12-14,Winter,Debit Card,3114.64,3008.51,8129.69,9851.94,1212.87,40.92,25276.73,2,25276.73,5055.35,12638.36
2021,270,97,69,2023-10-13,2023-11-23,2023-11-29,Autumn,Net Banking,6183.0,11091.39,2643.03,9951.03,1151.58,454.42,30565.61,6,30565.61,6113.12,5094.27
2022,606,355,193,2024-06-17,2024-07-05,2024-07-08,Monsoon,Cash,9355.56,3475.89,4695.92,16561.67,5587.1,709.25,38966.89,3,38966.89,7793.38,12988.96
2023,994,40,165,2024-08-26,2024-09-02,2024-09-06,Autumn,Debit Card,8905.68,5522.92,2652.17,5345.43,4213.9,1120.24,25519.86,4,25519.86,5103.97,6379.96
2024,798,427,29,2024-10-29,2024-12-12,2024-12-18,Winter,Credit Card,14252.64,6003.77,1530.82,189.46,1130.67,1317.84,21789.52,6,21789.52,4357.9,3631.59
2025,440,49,136,2024-11-12,2024-12-07,2024-12-13,Winter,Debit Card,84076.38,3402.72,4768.71,62.39,2193.93,9226.2,85277.93,6,85277.93,17055.59,14212.99
2026,760,369,40,2023-03-31,2023-05-02,2023-05-04,Summer,Credit Card,23798.1,5014.83,2902.63,16010.01,1781.58,1433.07,48074.08,2,48074.08,9614.82,24037.04
2027,602,234,200,2023-06-23,2023-07-27,2023-07-29,Monsoon,UPI,4676.24,14382.1,7044.58,30037.42,2350.96,172.43,58318.87,2,58318.87,11663.77,29159.44
2028,625,65,153,2023-06-16,2023-06-26,2023-06-29,Monsoon,Net Banking,72311.22,3412.43,2405.56,8558.94,1114.37,2182.86,85619.66,3,85619.66,17123.93,28539.89
2029,89,464,72,2024-05-05,2024-06-11,2024-06-13,Monsoon,Net Banking,1766.32,5919.31,3603.94,5865.54,3031.74,111.54,20075.31,2,20075.31,4015.06,10037.66
2030,963,72,28,2023-09-29,2023-11-13,2023-11-18,Autumn,Credit Card,5413.9,3579.8,3896.09,1127.35,526.96,779.74,13764.36,5,13764.36,2752.87,2752.87
2031,926,384,98,2024-10-13,2024-11-18,2024-11-20,Autumn,Net Banking,17695.96,4926.86,4098.29,17224.79,5767.39,2578.67,47134.62,2,47134.62,9426.92,23567.31
2032,86,358,162,2024-05-16,2024-07-15,2024-07-22,Monsoon,Cash,14945.49,20258.64,6195.29,8673.41,11872.92,420.62,61525.13,7,61525.13,12305.03,8789.3
2033,823,118,108,2023-05-17,2023-07-01,2023-07-05,Monsoon,UPI,20203.6,10356.7,7872.61,14017.26,7778.22,2639.21,57589.18,4,57589.18,11517.84,14397.3
2034,429,170,90,2023-05-04,2023-06-15,2023-06-19,Monsoon,Debit Card,8770.36,5169.03,2579.57,9504.23,1102.02,357.05,26768.16,4,26768.16,5353.63,6692.04
2035,406,350,126,2024-03-04,2024-04-21,2024-04-25,Summer,Credit Card,12484.28,5441.22,1570.74,345.21,740.88,1450.95,19131.38,4,19131.38,3826.28,4782.84
2036,928,34,98,2024-03-12,2024-04-18,2024-04-20,Summer,UPI,6467.38,1295.58,3427.17,1903.61,1869.73,354.11,14609.36,2,14609.36,2921.87,7304.68
2037,254,115,7,2023-12-05,2023-12-25,2023-12-27,Winter,UPI,14108.92,2445.98,4088.98,6999.03,1177.28,1482.62,27337.57,2,27337.57,5467.51,13668.78
2038,55,2,189,2024-06-04,2024-07-04,2024-07-08,Monsoon,Debit Card,18790.4,16938.08,10065.22,23032.35,3648.7,2216.2,70258.55,4,70258.55,14051.71,17564.64
2039,11,425,89,2024-12-07,2024-12-15,2024-12-17,Winter,Debit Card,2175.46,3641.45,6840.51,11203.18,4376.34,221.88,28015.06,2,28015.06,5603.01,14007.53
2040,825,115,7,2024-10-01,2024-11-03,2024-11-10,Autumn,Cash,49381.22,7428.18,3116.74,4540.13,2617.96,2777.51,64306.72,7,64306.72,12861.34,9186.67
2041,364,310,104,2023-01-28,2023-03-23,2023-03-29,Summer,Debit Card,23684.7,5894.53,6850.4,17658.57,5219.48,2561.89,56745.79,6,56745.79,11349.16,9457.63
2042,914,423,51,2024-05-27,2024-07-20,2024-07-26,Monsoon,Debit Card,7311.72,10452.28,7203.68,9762.52,2483.18,975.42,36237.96,6,36237.96,7247.59,6039.66
2043,295,330,102,2024-05-31,2024-06-24,2024-06-26,Monsoon,Net Banking,4142.56,3692.08,6965.1,11330.65,6746.88,540.67,32336.6,2,32336.6,6467.32,16168.3
2044,848,77,117,2024-12-02,2024-12-19,2024-12-23,Winter,Net Banking,5568.44,3831.71,5381.73,16928.95,3307.84,307.94,34710.73,4,34710.73,6942.15,8677.68
2045,591,134,75,2023-05-08,2023-06-16,2023-06-23,Monsoon,UPI,8486.73,7966.48,3610.21,7212.38,2075.58,739.58,28611.8,7,28611.8,5722.36,4087.4
2046,839,82,148,2023-08-13,2023-09-27,2023-10-04,Autumn,Net Banking,78248.24,42372.64,15394.79,2334.78,8870.02,6015.72,141204.75,7,141204.75,28240.95,20172.11
2047,886,11,52,2023-07-27,2023-09-20,2023-09-23,Autumn,Net Banking,4073.4,5272.97,3350.54,680.03,1474.18,349.36,14501.76,3,14501.76,2900.35,4833.92
2048,835,285,100,2023-12-25,2024-01-02,2024-01-05,Winter,Debit Card,9796.86,7496.35,5249.73,3361.77,1168.86,1365.29,25708.28,3,25708.28,5141.66,8569.43
2049,822,343,30,2024-07-20,2024-09-15,2024-09-20,Autumn,Net Banking,23538.25,30192.16,4818.63,24156.88,7648.24,2463.26,87890.9,5,87890.9,17578.18,17578.18
2050,519,67,101,2023-10-24,2023-12-04,2023-12-08,Winter,Net Banking,17475.64,5884.88,4091.63,5998.98,1904.31,1137.7,34217.74,4,34217.74,6843.55,8554.44
2051,988,252,122,2024-05-23,2024-06-20,2024-06-25,Monsoon,Cash,4969.2,7643.85,4961.96,8174.35,1022.54,263.94,26507.96,5,26507.96,5301.59,5301.59
2052,836,462,118,2023-08-13,2023-09-12,2023-09-15,Autumn,Cash,15689.46,20526.76,13145.7,28694.9,11005.65,1841.4,87221.07,3,87221.07,17444.21,29073.69
2053,625,90,43,2023-04-19,2023-05-16,2023-05-18,Summer,Net Banking,25931.06,2400.93,2062.74,8104.74,2337.29,2485.34,38351.42,2,38351.42,7670.28,19175.71
2054,194,186,112,2023-06-12,2023-06-24,2023-06-29,Monsoon,Net Banking,26682.15,4466.05,2797.1,9803.78,2246.94,2430.26,43565.76,5,43565.76,8713.15,8713.15
2055,383,443,38,2024-11-11,2024-12-21,2024-12-25,Winter,Debit Card,9184.88,10444.56,4982.75,12088.21,5131.78,1035.68,40796.5,4,40796.5,8159.3,10199.12
2056,182,180,140,2023-02-17,2023-02-27,2023-03-05,Winter,Debit Card,20865.66,3554.24,2519.86,2541.73,2741.44,385.25,31837.68,6,31837.68,6367.54,5306.28
2057,391,415,186,2023-05-19,2023-06-19,2023-06-25,Monsoon,Cash,23718.66,9404.68,4956.49,13564.88,2490.21,271.47,53863.45,6,53863.45,10772.69,8977.24
2058,784,285,100,2023-05-08,2023-06-02,2023-06-09,Monsoon,Net Banking,22859.34,18137.76,6124.8,14760.87,6480.49,1282.1,67081.16,7,67081.16,13416.23,9583.02
2059,242,169,182,2023-10-26,2023-12-14,2023-12-17,Winter,Credit Card,4677.81,2110.88,3702.15,7755.52,3846.37,177.93,21914.8,3,21914.8,4382.96,7304.93
2060,517,64,86,2023-01-30,2023-03-13,2023-03-20,Summer,Cash,65815.61,5568.16,3984.03,1222.21,1307.65,9611.26,68286.4,7,68286.4,13657.28,9755.2
2061,820,66,82,2023-01-01,2023-02-03,2023-02-10,Winter,Net Banking,41097.35,17724.35,4685.18,18654.04,6552.51,3499.39,85214.04,7,85214.04,17042.81,12173.43
2062,284,352,118,2024-05-15,2024-07-12,2024-07-19,Monsoon,Credit Card,11074.84,13641.58,9723.49,13854.46,4464.64,801.57,51957.44,7,51957.44,10391.49,7422.49
2063,866,289,76,2023-12-29,2024-01-07,2024-01-10,Winter,UPI,5854.17,2452.57,3562.96,2063.96,1366.72,812.26,14488.12,3,14488.12,2897.62,4829.37
2064,79,36,106,2024-09-05,2024-09-12,2024-09-18,Autumn,Debit Card,123607.74,22198.77,5675.42,1003.28,2901.72,642.26,154744.67,6,154744.67,30948.93,25790.78
2065,807,97,69,2024-03-30,2024-05-15,2024-05-19,Summer,Net Banking,4122.0,6237.44,6894.49,3941.58,5036.33,251.61,25980.23,4,25980.23,5196.05,6495.06
2066,387,456,140,2024-08-06,2024-10-01,2024-10-07,Autumn,Cash,93990.36,11677.62,2132.58,11452.6,2905.93,10912.43,111246.66,6,111246.66,22249.33,18541.11
2067,594,330,102,2024-11-15,2024-11-26,2024-11-28,Autumn,Credit Card,4142.56,3768.93,5701.06,17524.24,11233.28,294.5,42075.57,2,42075.57,8415.11,21037.78
2068,638,99,101,2023-01-30,2023-02-04,2023-02-06,Winter,Cash,9022.5,3399.09,3019.72,8772.91,2652.33,827.31,26039.24,2,26039.24,5207.85,13019.62
2069,961,319,18,2023-06-13,2023-08-05,2023-08-12,Monsoon,Cash,17039.96,6076.91,2793.19,9532.43,1235.48,783.89,35894.08,7,35894.08,7178.82,5127.73
2070,515,455,166,2023-07-09,2023-08-03,2023-08-10,Monsoon,Net Banking,17168.83,7789.26,3509.22,9161.11,3769.35,1656.0,39741.77,7,39741.77,7948.35,5677.4
2071,892,429,55,2023-04-27,2023-05-13,2023-05-17,Summer,UPI,16780.8,13412.79,3843.59,17804.57,920.45,447.72,52314.48,4,52314.48,10462.9,13078.62
2072,127,426,160,2024-02-26,2024-03-26,2024-04-01,Summer,Debit Card,68367.9,7734.19,3599.7,5120.83,3988.21,8820.45,79990.38,6,79990.38,15998.08,13331.73
2073,769,228,114,2024-04-16,2024-05-08,2024-05-13,Summer,Net Banking,19487.95,9348.02,4673.31,8014.38,3740.71,2435.6,42828.77,5,42828.77,8565.75,8565.75
2074,266,242,124,2023-09-06,2023-09-14,2023-09-17,Autumn,Cash,28220.64,13912.93,17788.07,1852.97,9083.93,3275.53,67583.01,3,67583.01,13516.6,22527.67
2075,111,201,166,2023-02-10,2023-03-03,2023-03-10,Summer,Credit Card,32244.45,20290.02,1803.28,3068.23,2733.71,516.04,59623.65,7,59623.65,11924.73,8517.66
2076,347,205,170,2022-12-25,2023-01-20,2023-01-25,Winter,UPI,8772.4,7483.43,1343.58,7319.32,3675.72,355.04,28239.41,5,28239.41,5647.88,5647.88
2077,197,112,161,2024-11-15,2024-12-13,2024-12-20,Winter,Credit Card,13770.12,8955.04,4251.92,16926.72,5940.78,139.09,49705.49,7,49705.49,9941.1,7100.78
2078,927,221,194,2024-09-06,2024-09-18,2024-09-23,Autumn,Cash,58837.4,6483.56,4985.68,9468.88,2193.05,525.52,81443.05,5,81443.05,16288.61,16288.61
2079,338,91,200,2024-12-03,2024-12-19,2024-12-22,Winter,Credit Card,12596.7,5164.98,4451.15,6431.25,859.25,535.0,28968.33,3,28968.33,5793.67,9656.11
2080,585,299,92,2024-11-05,2024-11-17,2024-11-21,Autumn,Credit Card,3940.08,3705.46,4004.32,2163.99,2296.3,213.84,15896.31,4,15896.31,3179.26,3974.08
2081,721,204,56,2023-11-07,2023-11-19,2023-11-23,Autumn,Debit Card,21188.96,8946.26,3230.69,18115.29,6801.94,2608.76,55674.38,4,55674.38,11134.88,13918.6
2082,32,56,48,2023-05-28,2023-06-05,2023-06-11,Monsoon,Cash,5674.08,15874.95,6853.25,7845.12,7072.06,437.04,42882.42,6,42882.42,8576.48,7147.07
2083,534,201,166,2024-05-09,2024-05-18,2024-05-25,Summer,Cash,32244.45,5042.19,1746.47,7992.9,936.18,3202.23,44759.96,7,44759.96,8951.99,6394.28
2084,469,455,166,2023-08-21,2023-09-14,2023-09-18,Autumn,Cash,9810.76,9873.09,16687.56,11280.77,11828.3,1058.57,58421.91,4,58421.91,11684.38,14605.48
2085,574,336,179,2022-12-18,2023-01-04,2023-01-06,Winter,Cash,6877.92,1943.94,1549.58,1023.41,1909.25,905.64,12398.46,2,12398.46,2479.69,6199.23
2086,786,88,116,2023-09-24,2023-10-10,2023-10-16,Autumn,UPI,14508.78,20532.2,8804.49,13090.79,1829.57,1581.15,57184.68,6,57184.68,11436.94,9530.78
2087,753,472,158,2023-04-08,2023-05-13,2023-05-15,Summer,Debit Card,3274.52,3997.22,1632.39,9949.91,1595.97,460.38,19989.63,2,19989.63,3997.93,9994.82
2088,991,388,112,2023-08-30,2023-10-08,2023-10-13,Autumn,Net Banking,21693.95,8498.81,4254.17,4740.87,603.73,2514.63,37276.9,5,37276.9,7455.38,7455.38
2089,634,471,74,2024-08-02,2024-09-21,2024-09-26,Autumn,Net Banking,15193.2,9324.66,2209.54,9713.41,2952.8,2041.26,37352.35,5,37352.35,7470.47,7470.47
2090,512,250,24,2023-07-31,2023-09-02,2023-09-09,Autumn,UPI,16192.33,9673.24,3903.21,12386.69,1028.92,2022.16,41162.23,7,41162.23,8232.45,5880.32
2091,716,19,173,2024-10-19,2024-10-28,2024-10-30,Autumn,Cash,2889.54,3144.05,2972.19,9172.26,1492.8,200.22,19470.62,2,19470.62,3894.12,9735.31
2092,999,71,108,2023-04-17,2023-05-14,2023-05-18,Summer,Credit Card,7971.12,4621.21,4243.29,9887.88,2574.14,247.94,29049.7,4,29049.7,5809.94,7262.42
