booking_id,tourist_id,hotel_id,destination_id,booking_date,check_in,check_out,season,payment_method,hotel_cost,food_cost,transport_cost,shopping_cost,activity_cost,discount,total_cost
2475,280,23,36,2024-06-05,2024-07-08,2024-07-12,Monsoon,Cash,8747.36,21586.17,16809.32,23323.74,12116.13,1156.89,81425.83
2476,829,70,19,2023-09-24,2023-11-16,2023-11-22,Autumn,Debit Card,25973.88,6149.15,2113.64,17033.55,3265.41,2111.05,52424.58
2477,607,312,93,2024-10-13,2024-11-28,2024-12-04,Autumn,Credit Card,11543.34,7918.55,2071.08,1925.9,1489.17,1453.34,23494.7
2478,349,18,101,2023-07-03,2023-08-23,2023-08-25,Monsoon,UPI,4438.4,3833.94,8631.88,3984.41,6930.34,345.01,27473.96
2479,844,337,71,2023-06-05,2023-06-21,2023-06-23,Monsoon,Debit Card,2978.54,3998.95,1388.85,7016.55,2489.38,186.76,17685.51
2480,912,71,108,2023-11-13,2023-12-06,2023-12-11,Winter,Net Banking,9963.9,31395.42,14771.23,5190.72,3245.87,1054.66,63512.48
2481,742,373,124,2023-03-20,2023-05-13,2023-05-16,Summer,Credit Card,4653.48,6402.0,7622.83,11194.09,6088.58,546.85,35414.13
2482,270,300,36,2024-10-11,2024-10-20,2024-10-23,Autumn,Net Banking,37006.35,1520.25,3314.9,4.88,1284.32,4018.85,39111.85
2483,266,382,80,2024-09-25,2024-10-22,2024-10-27,Autumn,Credit Card,7941.3,29493.34,9226.7,17674.87,12643.82,610.24,76369.79
2484,99,109,178,2024-01-20,2024-01-28,2024-02-01,Winter,Debit Card,58048.76,13612.87,5902.63,13568.43,2731.42,874.45,92989.66
2485,278,181,68,2023-11-15,2024-01-05,2024-01-12,Winter,Cash,15725.92,12713.83,1760.12,8876.88,3191.02,1998.03,40269.74
2486,24,242,124,2024-11-14,2024-12-24,2024-12-29,Winter,Net Banking,47034.4,4410.05,4667.42,4132.21,3624.1,4723.44,59144.74
2487,583,187,23,2024-11-25,2024-12-16,2024-12-20,Winter,Cash,13218.04,4381.16,3015.94,133.21,1630.19,999.28,21379.26
2488,591,126,188,2023-01-29,2023-02-17,2023-02-21,Winter,UPI,33400.44,5800.94,4702.04,8403.99,2863.65,2373.9,52797.16
2489,544,181,68,2023-07-03,2023-07-19,2023-07-21,Monsoon,Net Banking,4493.12,2835.74,2491.56,6132.25,1122.23,447.72,16627.18
2490,613,213,91,2024-08-26,2024-10-14,2024-10-17,Autumn,Debit Card,11045.67,2579.97,3155.49,829.08,1109.06,564.09,18155.18
2491,928,131,58,2022-11-29,2023-01-20,2023-01-26,Winter,UPI,18510.18,11687.27,3539.12,4702.99,2463.58,2077.95,38825.19
2492,974,17,97,2023-04-11,2023-04-17,2023-04-19,Summer,Net Banking,20521.66,2491.4,3711.78,267.36,954.8,911.78,27035.22
2493,889,469,35,2023-11-30,2024-01-22,2024-01-28,Winter,UPI,81579.24,9732.79,3407.11,6565.58,2245.35,1168.41,102361.66
2494,902,430,179,2023-10-11,2023-10-20,2023-10-22,Autumn,Debit Card,4680.54,3117.68,3906.67,14004.43,6788.88,302.73,32195.47
2495,679,384,98,2024-05-18,2024-06-28,2024-07-05,Monsoon,Credit Card,61935.86,25657.15,5376.23,9727.05,6212.83,4372.93,104536.19
2496,662,325,154,2023-02-12,2023-02-23,2023-02-25,Winter,Credit Card,13780.42,1885.83,3205.22,5092.97,1364.15,967.95,24360.64
2497,572,89,144,2023-04-12,2023-05-21,2023-05-26,Summer,Net Banking,9819.9,7836.78,4143.39,7529.35,2755.23,277.49,31807.16
2498,956,383,15,2023-10-11,2023-11-05,2023-11-08,Autumn,Cash,12518.31,4530.41,6234.95,2410.78,1707.34,1661.94,25739.85
2499,505,245,170,2023-05-12,2023-06-15,2023-06-19,Monsoon,UPI,8905.44,4675.41,2356.31,1648.56,873.28,1074.7,17384.3
2500,539,450,110,2023-01-12,2023-02-04,2023-02-10,Winter,UPI,29647.98,12398.01,2050.89,12797.56,2094.51,1024.16,57964.79
2501,847,203,183,2024-05-21,2024-07-18,2024-07-24,Monsoon,UPI,9122.82,4587.11,4135.08,7581.2,3285.38,390.5,28321.09
2502,340,461,74,2023-07-27,2023-09-12,2023-09-18,Autumn,Cash,14596.44,10439.39,7220.28,1007.6,3314.91,1536.05,35042.57
2503,740,425,89,2023-02-19,2023-03-17,2023-03-20,Summer,Debit Card,3263.19,4403.46,1218.28,9907.8,3767.99,151.98,22408.74
2504,84,437,161,2024-08-27,2024-09-19,2024-09-24,Autumn,Net Banking,28882.75,7336.34,3101.36,7931.06,2319.36,3300.06,46270.81
2505,530,404,25,2024-06-14,2024-06-24,2024-06-27,Monsoon,Cash,43651.89,5930.11,7749.17,15605.36,3296.21,5141.22,71091.52
2506,139,361,89,2023-11-13,2023-12-23,2023-12-27,Winter,Net Banking,90981.08,3037.5,4811.42,3321.88,2706.28,1192.55,103665.61
2507,288,236,81,2024-02-16,2024-03-19,2024-03-22,Summer,Net Banking,16214.94,9072.15,6041.45,15638.75,3653.51,2020.3,48600.5
2508,300,393,181,2024-11-18,2024-12-22,2024-12-28,Winter,Credit Card,28728.9,16869.6,5788.48,11369.93,6003.57,3422.9,65337.58
2509,21,23,36,2023-04-07,2023-06-01,2023-06-03,Monsoon,Credit Card,4373.68,3227.06,1711.62,8169.97,2837.32,391.11,19928.54
2510,405,94,23,2024-06-21,2024-07-16,2024-07-22,Monsoon,UPI,17037.06,3969.12,4468.16,7672.19,3164.04,1444.05,34866.52
2511,408,228,114,2023-02-13,2023-03-22,2023-03-24,Summer,Credit Card,7795.18,6279.04,7049.3,7060.75,5862.44,1052.6,32994.11
2512,280,81,152,2024-06-10,2024-07-28,2024-08-04,Monsoon,UPI,19761.98,45734.35,13978.03,21208.13,6765.38,1036.23,106411.64
2513,676,66,82,2023-08-21,2023-08-28,2023-09-01,Monsoon,Credit Card,23484.2,4739.83,3345.29,1552.89,1661.61,634.22,34149.6
2514,223,443,38,2023-11-05,2023-11-25,2023-11-29,Autumn,Debit Card,9184.88,7667.28,2853.18,6755.13,2879.46,685.71,28654.22
2515,218,129,1,2023-10-18,2023-12-13,2023-12-17,Winter,Cash,48629.48,12825.44,4123.23,3722.71,1338.47,2185.09,68454.24
2516,663,303,188,2023-05-04,2023-05-09,2023-05-14,Summer,Net Banking,50056.15,11025.33,16494.32,22599.06,12729.89,224.1,112680.65
2517,808,212,186,2022-12-20,2023-02-16,2023-02-20,Winter,Net Banking,57876.92,4358.22,3831.93,4123.02,3170.31,7227.6,66132.8
2518,280,243,181,2023-02-03,2023-02-15,2023-02-18,Winter,UPI,36713.22,17842.35,8902.83,15235.03,10071.06,1349.1,87415.39
2519,753,26,174,2024-03-08,2024-03-25,2024-03-30,Summer,Cash,29445.8,5287.86,1577.63,3624.07,2362.07,3213.92,39083.51
2520,911,195,190,2024-06-19,2024-06-24,2024-06-29,Monsoon,Cash,26420.35,16389.06,7968.94,13223.73,2231.0,2728.85,63504.23
2521,669,305,46,2024-01-29,2024-02-27,2024-03-02,Winter,Net Banking,8204.24,6494.99,4860.54,719.76,2879.53,108.5,23050.56
2522,625,358,162,2023-07-23,2023-08-22,2023-08-29,Monsoon,Debit Card,14945.49,4626.83,3292.44,1760.55,3867.25,989.53,27503.03
2523,404,358,162,2023-02-18,2023-04-19,2023-04-21,Summer,Cash,4270.14,3910.18,7036.38,16736.79,3752.74,635.48,35070.75
2524,223,9,171,2024-01-09,2024-02-07,2024-02-10,Winter,Credit Card,35410.26,5066.44,1215.27,6788.23,1860.94,300.03,50041.11
2525,523,237,170,2023-11-04,2023-11-28,2023-12-04,Autumn,Credit Card,13924.2,13729.15,14268.9,13102.05,12680.77,1574.28,66130.79
2526,895,478,40,2024-08-10,2024-09-24,2024-10-01,Autumn,Debit Card,16261.56,17722.25,4427.21,2881.65,6708.06,2163.21,45837.52
2527,784,411,35,2024-06-11,2024-07-15,2024-07-20,Monsoon,Credit Card,6552.85,10019.59,4385.59,11854.49,5999.59,36.3,38775.81
2528,92,94,23,2024-10-28,2024-12-20,2024-12-26,Winter,Credit Card,17037.06,5930.92,3815.21,1830.81,3377.32,1222.22,30769.1
2529,51,337,71,2023-02-12,2023-04-07,2023-04-14,Summer,Credit Card,10424.89,5727.52,1514.76,5093.14,1182.63,1275.02,22667.92
2530,431,11,52,2022-12-23,2023-02-14,2023-02-20,Winter,Cash,8146.8,5584.15,2438.82,4820.3,2926.16,906.56,23009.67
2531,70,270,58,2023-12-14,2024-02-03,2024-02-09,Winter,UPI,75306.48,10168.47,4011.55,4729.21,2832.52,10247.63,86800.6
2532,345,286,165,2023-06-20,2023-08-08,2023-08-12,Monsoon,UPI,3509.52,13135.43,6773.78,5816.94,3988.55,13.6,33210.62
2533,920,224,88,2023-02-11,2023-02-25,2023-03-03,Winter,Debit Card,12451.2,8475.18,1891.19,2355.38,3826.84,1014.46,27985.33
2534,450,270,58,2023-08-22,2023-10-12,2023-10-15,Autumn,UPI,37653.24,5112.74,3394.51,4099.41,2195.49,884.75,51570.64
2535,539,341,138,2024-06-08,2024-07-09,2024-07-13,Monsoon,UPI,47767.68,7066.36,5074.94,2716.03,4175.5,735.92,66064.59
2536,11,473,50,2024-11-06,2024-12-24,2024-12-26,Winter,Cash,37265.66,4750.19,8529.34,8643.3,3439.66,1735.64,60892.51
2537,959,483,56,2023-04-06,2023-05-24,2023-05-28,Summer,Cash,5744.68,4800.04,1886.24,9536.04,1585.9,484.29,23068.61
2538,658,285,100,2024-10-04,2024-11-16,2024-11-21,Autumn,UPI,16328.1,8804.58,5481.93,11765.44,4125.76,1987.09,44518.72
2539,748,281,43,2024-10-10,2024-12-07,2024-12-12,Winter,UPI,8532.25,5414.97,2321.98,9360.23,1318.9,1045.93,25902.4
2540,454,142,40,2024-08-22,2024-09-08,2024-09-13,Autumn,Cash,66692.85,9206.24,1591.59,7932.14,3759.75,4305.73,84876.84
2541,914,88,116,2023-06-07,2023-06-12,2023-06-15,Monsoon,Debit Card,7254.39,7364.31,3653.89,17721.37,4491.16,313.72,40171.4
2542,321,26,174,2023-02-20,2023-04-04,2023-04-08,Summer,Credit Card,23556.64,3916.95,3533.58,2524.98,956.97,1472.44,33016.68
2543,640,245,170,2024-09-24,2024-11-06,2024-11-08,Autumn,UPI,4452.72,4132.42,6699.99,9017.94,7835.55,273.64,31864.98
2544,17,293,50,2024-06-07,2024-06-19,2024-06-25,Monsoon,Cash,134929.62,3838.2,4005.5,4846.89,3022.44,7870.45,142772.2
2545,374,105,34,2024-07-15,2024-08-17,2024-08-21,Monsoon,Cash,54976.92,6485.05,3732.08,3463.55,2791.03,2986.95,68461.68
2546,120,126,188,2023-12-19,2024-01-09,2024-01-16,Winter,Cash,58450.77,47856.28,4529.09,15665.07,12437.61,2806.8,136132.02
2547,348,246,3,2024-04-24,2024-05-16,2024-05-19,Summer,Net Banking,6729.12,4380.95,1317.44,2222.6,1459.58,459.37,15650.32
2548,379,197,15,2023-08-28,2023-10-26,2023-11-01,Autumn,Credit Card,34032.72,11349.96,4023.82,8326.06,2141.76,1905.73,57968.59
2549,607,446,176,2023-09-15,2023-11-05,2023-11-08,Autumn,Cash,30838.41,1682.21,4115.89,9181.45,1632.91,56.88,47393.99
2550,294,180,140,2024-08-10,2024-09-08,2024-09-12,Autumn,Cash,13910.44,7534.66,2033.4,13128.43,1323.09,467.64,37462.38
2551,311,474,107,2024-01-05,2024-03-05,2024-03-12,Summer,Net Banking,29691.62,4583.06,1538.92,6100.68,1364.37,3934.2,39344.45
2552,57,397,169,2024-11-21,2024-12-11,2024-12-14,Winter,UPI,3368.34,9805.98,3202.19,12846.25,4758.95,238.63,33743.08
2553,956,465,38,2023-09-19,2023-10-19,2023-10-22,Autumn,Cash,40140.42,4205.83,6868.27,10699.4,6672.23,3163.15,65423.0
2554,574,251,88,2024-10-17,2024-11-21,2024-11-27,Autumn,Cash,32263.62,4316.7,3806.24,4760.93,1166.21,4123.0,42190.7
2555,436,127,183,2024-01-27,2024-02-15,2024-02-21,Winter,Cash,9860.7,17140.71,8047.0,15219.79,3495.06,841.93,52921.33
2556,674,292,55,2024-12-06,2024-12-11,2024-12-13,Winter,UPI,5139.64,3298.18,4419.36,834.65,5336.82,463.03,18565.62
2557,161,484,114,2023-07-12,2023-07-22,2023-07-24,Monsoon,Net Banking,4676.84,2836.46,3842.68,6897.36,1016.48,249.53,19020.29
2558,460,265,4,2024-03-24,2024-04-13,2024-04-15,Summer,UPI,2094.12,5726.91,7365.69,14756.72,3977.49,38.03,33882.9
2559,470,227,13,2024-04-14,2024-05-06,2024-05-13,Summer,UPI,13377.42,18625.93,7733.42,11806.21,6924.29,1109.79,57357.48
2560,687,18,101,2024-10-26,2024-12-01,2024-12-05,Winter,UPI,8876.8,11859.99,6772.91,14515.45,3196.77,987.53,44234.39
2561,347,317,124,2023-07-07,2023-08-14,2023-08-17,Monsoon,Cash,13210.05,5755.0,1132.95,4534.39,2943.75,47.63,27528.51
2562,85,409,156,2023-01-30,2023-03-14,2023-03-19,Summer,Net Banking,17501.25,3862.54,4117.93,5347.29,1611.5,1437.31,31003.2
2563,567,231,128,2023-05-17,2023-07-16,2023-07-22,Monsoon,UPI,31956.0,5019.55,3276.65,8142.22,3198.17,535.13,51057.46
2564,984,372,46,2024-08-15,2024-09-03,2024-09-08,Autumn,Credit Card,7697.3,10972.48,1818.16,15954.57,5237.49,653.91,41026.09
2565,849,491,90,2023-06-01,2023-07-02,2023-07-08,Monsoon,UPI,14421.42,9151.21,3007.44,9777.78,1987.68,2019.16,36326.37
2566,529,476,30,2024-01-20,2024-02-06,2024-02-12,Winter,Net Banking,12188.82,13660.2,7333.67,918.56,3793.63,878.96,37015.92
2567,957,180,140,2024-07-06,2024-07-26,2024-08-02,Monsoon,UPI,24343.27,13102.82,8487.07,6369.03,6215.35,2332.59,56184.95
2568,910,227,13,2023-06-07,2023-06-12,2023-06-16,Monsoon,Credit Card,7644.24,6146.03,7507.57,16061.41,4732.35,705.01,41386.59
2569,515,281,43,2024-01-01,2024-01-26,2024-02-01,Winter,Net Banking,10238.7,8722.48,4740.9,10077.01,6292.5,1204.36,38867.23
2570,645,77,117,2022-12-13,2023-01-05,2023-01-07,Winter,Credit Card,2784.22,3378.91,1342.59,592.67,2134.2,396.74,9835.85
2571,782,156,136,2023-11-14,2023-12-13,2023-12-15,Winter,Cash,11791.84,10848.06,9764.96,24499.14,3243.71,607.18,59540.53
2572,376,323,59,2024-05-15,2024-06-03,2024-06-10,Monsoon,UPI,59536.26,7349.56,4203.94,13271.3,3494.06,375.9,87479.22
2573,893,425,89,2024-02-16,2024-04-02,2024-04-08,Summer,Cash,6526.38,8480.02,7009.55,462.08,7118.98,558.67,29038.34
2574,699,20,71,2024-09-28,2024-11-10,2024-11-14,Autumn,Cash,8515.48,12427.12,9894.16,12538.23,10569.75,1144.01,52800.73
2575,845,260,196,2023-10-11,2023-11-26,2023-12-01,Autumn,Debit Card,29409.85,6718.17,2613.8,4872.39,3547.9,1342.86,45819.25
2576,334,395,116,2023-06-09,2023-06-16,2023-06-22,Monsoon,Debit Card,20810.7,9218.54,2265.27,13737.19,2769.76,2006.64,46794.82
2577,189,134,75,2024-03-25,2024-05-13,2024-05-16,Summer,Cash,3637.17,1658.48,1162.51,348.66,1749.38,322.82,8233.38
2578,971,364,108,2024-04-24,2024-06-23,2024-06-30,Monsoon,Cash,15701.91,12611.69,3174.93,7366.43,2235.35,390.31,40700.0
2579,324,54,60,2024-02-12,2024-04-04,2024-04-09,Summer,Credit Card,63450.3,24244.98,10828.25,16121.42,2726.3,7848.5,109522.75
2580,976,303,188,2023-06-12,2023-07-13,2023-07-19,Monsoon,Cash,60067.38,3923.83,4573.27,2298.23,2693.47,2649.49,70906.69
2581,618,56,48,2023-07-04,2023-07-12,2023-07-14,Monsoon,Net Banking,1891.36,1757.15,2044.44,4088.54,3983.65,104.88,13660.26
2582,238,58,79,2024-03-08,2024-04-08,2024-04-10,Summer,Debit Card,4817.86,4648.25,6748.03,9048.57,2205.51,626.51,26841.71
2583,806,388,112,2024-09-22,2024-11-16,2024-11-23,Autumn,Cash,30371.53,24100.36,5315.63,6549.48,4398.85,2874.07,67861.78
2584,664,259,154,2024-07-01,2024-08-04,2024-08-07,Monsoon,Debit Card,6895.08,3425.37,4225.33,8928.65,6776.87,38.08,30213.22
2585,285,89,144,2023-03-12,2023-05-09,2023-05-13,Summer,Net Banking,7855.92,5050.76,5339.14,737.84,2854.36,902.72,20935.3
2586,379,95,162,2024-04-25,2024-06-12,2024-06-19,Monsoon,Cash,35975.8,11268.49,1573.74,9029.26,1949.31,3216.61,56579.99
2587,746,189,195,2023-04-08,2023-04-27,2023-05-04,Summer,Net Banking,12295.92,9355.9,2017.16,5059.81,3399.72,249.06,31879.45
2588,618,97,69,2023-09-25,2023-10-15,2023-10-21,Autumn,Net Banking,6183.0,11378.17,3943.77,3124.58,1107.67,440.75,25296.44
2589,427,2,189,2024-07-25,2024-09-10,2024-09-17,Autumn,Credit Card,32883.2,6765.43,2046.12,7629.0,1445.91,3929.99,46839.67
2590,446,356,176,2023-12-15,2024-01-07,2024-01-10,Winter,UPI,15649.05,5561.1,4574.79,10025.76,1803.28,2217.45,35396.53
2591,738,79,190,2023-09-27,2023-10-18,2023-10-20,Autumn,UPI,5281.08,4068.07,8739.73,11512.79,3461.01,736.5,32326.18
2592,892,496,120,2023-07-24,2023-08-28,2023-09-01,Monsoon,Credit Card,63997.12,7572.14,8298.83,9059.72,1289.08,8685.09,81531.8
2593,663,449,17,2023-06-18,2023-06-23,2023-06-28,Monsoon,Debit Card,19798.85,21711.95,5778.68,6773.3,5666.35,2055.91,57673.22
2594,189,337,71,2024-07-06,2024-07-17,2024-07-24,Monsoon,Debit Card,10424.89,5090.18,2879.45,4513.02,1353.45,1373.59,22887.4
2595,129,230,108,2024-05-23,2024-06-15,2024-06-20,Monsoon,Cash,60938.3,18065.06,10895.17,18313.11,3357.63,5800.34,105768.93
2596,300,391,33,2024-04-01,2024-05-21,2024-05-26,Summer,UPI,25771.25,12378.19,2887.55,10353.2,2591.46,2360.29,51621.36
2597,807,38,128,2024-03-28,2024-05-12,2024-05-17,Summer,Debit Card,6187.3,19822.85,8634.03,15005.31,3823.0,468.35,53004.14
2598,727,418,155,2023-08-27,2023-09-22,2023-09-25,Autumn,Net Banking,16623.84,4421.11,4590.26,6461.67,1232.33,465.61,32863.6
2599,196,39,190,2023-05-17,2023-05-28,2023-06-02,Summer,Net Banking,13385.3,6976.55,2366.17,3024.07,3702.99,1113.48,28341.6
2600,547,114,71,2023-04-26,2023-05-21,2023-05-28,Summer,Credit Card,12751.9,31957.03,5117.76,14501.33,8610.94,21.67,72917.29
2601,256,217,37,2023-04-16,2023-04-28,2023-05-04,Summer,Debit Card,30694.56,15013.2,8692.39,14752.06,5302.21,4021.09,70433.33
2602,978,100,104,2023-12-17,2024-02-09,2024-02-16,Winter,Debit Card,11010.86,18830.72,6353.42,1884.94,4392.81,429.57,42043.18
2603,89,441,80,2023-05-14,2023-07-01,2023-07-06,Monsoon,Net Banking,7655.55,4666.21,4825.72,3300.3,5409.06,405.61,25451.23
2604,297,204,56,2022-11-29,2023-01-14,2023-01-17,Winter,Debit Card,15891.72,5798.45,9615.26,11043.89,5235.87,344.71,47240.48
2605,946,492,19,2023-04-26,2023-05-28,2023-06-04,Summer,Credit Card,26422.13,13399.03,4105.4,3373.51,3844.14,496.89,50647.32
2606,62,272,11,2023-03-12,2023-05-11,2023-05-16,Summer,Cash,12601.35,9175.06,2985.68,6516.11,1881.39,1340.34,31819.25
2607,906,269,176,2023-12-25,2024-01-21,2024-01-24,Winter,Net Banking,6155.58,3889.39,2673.6,3741.69,3932.17,197.99,20194.44
2608,566,48,44,2023-06-11,2023-07-04,2023-07-06,Monsoon,Net Banking,37926.84,3861.45,2884.18,1959.65,2339.09,5539.19,43432.02
2609,85,473,50,2023-05-13,2023-05-19,2023-05-22,Summer,Cash,55898.49,1545.05,4574.64,1550.54,3696.94,2861.63,64404.03
2610,810,379,35,2023-05-19,2023-07-13,2023-07-15,Monsoon,Net Banking,8941.84,1021.82,1709.09,6519.72,1495.91,382.82,19305.56
2611,846,168,85,2024-09-12,2024-10-20,2024-10-27,Autumn,Cash,17290.35,22234.9,6235.52,1136.0,1959.9,592.4,48264.27
2612,121,456,140,2023-02-21,2023-04-05,2023-04-08,Summer,Debit Card,46995.18,2108.33,2814.06,6790.02,3874.25,2311.98,60269.86
2613,39,58,79,2023-03-31,2023-05-18,2023-05-22,Summer,Net Banking,9635.72,23850.49,8896.72,8450.08,2875.0,776.16,52931.85
2614,807,160,127,2024-04-06,2024-05-15,2024-05-17,Summer,Credit Card,1729.08,4853.31,7033.39,16603.34,2215.9,254.78,32180.24
2615,772,220,123,2024-03-23,2024-05-20,2024-05-26,Summer,Debit Card,16785.96,7302.37,2401.55,9780.7,2773.49,1632.41,37411.66
2616,287,426,160,2023-11-12,2023-12-18,2023-12-22,Winter,Credit Card,45578.6,4163.33,7933.47,14953.54,7785.14,4218.8,76195.28
2617,56,375,194,2024-03-12,2024-03-26,2024-03-28,Summer,Credit Card,10383.72,3380.8,4063.54,9913.77,2973.15,3.68,30711.3
2618,198,108,133,2024-02-20,2024-03-22,2024-03-28,Summer,Net Banking,11895.12,10763.56,2924.25,1667.92,3839.94,161.72,30929.07
2619,633,347,53,2023-02-23,2023-03-11,2023-03-13,Summer,Net Banking,10690.68,1499.14,1696.6,9717.55,690.95,909.32,23385.6
2620,80,199,151,2023-06-26,2023-07-25,2023-07-30,Monsoon,Debit Card,11120.05,4233.27,2516.56,2928.35,3664.49,1590.34,22872.38
2621,195,54,60,2023-11-15,2024-01-03,2024-01-08,Winter,Credit Card,63450.3,14030.98,6656.66,6328.71,7448.68,2379.85,95535.48
2622,343,391,33,2023-12-23,2024-02-01,2024-02-03,Winter,Cash,10308.5,13276.66,3767.25,30294.18,11339.27,514.47,68471.39
2623,790,226,94,2023-11-24,2023-12-21,2023-12-24,Winter,Net Banking,4313.49,5989.85,2459.21,3690.8,2151.45,279.64,18325.16
2624,371,94,23,2023-06-15,2023-06-21,2023-06-24,Monsoon,Debit Card,8518.53,18461.83,17606.05,28201.78,6542.29,1270.43,78060.05
2625,56,204,56,2024-04-16,2024-05-01,2024-05-05,Summer,Cash,21188.96,3005.66,1773.08,8836.21,2041.05,913.93,35931.03
2626,681,155,47,2024-07-06,2024-07-16,2024-07-21,Monsoon,UPI,42490.8,3937.32,1514.02,4959.9,2887.94,5927.26,49862.72
2627,868,428,88,2024-05-07,2024-06-06,2024-06-08,Monsoon,UPI,3130.2,5161.54,9551.02,10452.78,5921.98,396.26,33821.26
2628,537,305,46,2023-09-17,2023-11-13,2023-11-20,Autumn,Cash,14357.42,12549.6,1394.53,9708.05,1610.37,2061.22,37558.75
2629,96,35,26,2024-04-19,2024-05-04,2024-05-08,Summer,Cash,50465.16,3870.52,2457.04,3053.54,1957.64,1641.38,60162.52
2630,938,345,20,2024-09-12,2024-11-03,2024-11-08,Autumn,UPI,6667.9,3193.06,4565.42,5.46,1934.53,597.22,15769.15
2631,318,464,72,2023-10-22,2023-11-18,2023-11-23,Autumn,Credit Card,4415.8,14185.52,3707.13,4400.86,14153.98,60.12,40803.17
2632,505,207,77,2023-10-09,2023-10-15,2023-10-20,Autumn,Credit Card,27993.75,4047.22,4507.35,1133.55,2852.36,1897.7,38636.53
2633,546,114,71,2023-08-31,2023-09-15,2023-09-17,Autumn,Debit Card,3643.4,3894.43,2880.51,3806.81,3842.56,230.57,17837.14
2634,13,16,187,2022-11-29,2023-01-22,2023-01-29,Winter,UPI,17415.02,13106.16,3039.04,7976.22,1400.76,2336.25,40600.95
2635,449,284,14,2023-10-05,2023-10-28,2023-10-30,Autumn,Credit Card,4563.54,2263.44,2120.64,2712.35,2909.75,207.38,14362.34
2636,677,363,21,2023-12-15,2023-12-27,2023-12-31,Winter,Net Banking,18107.4,7024.72,3899.82,7123.6,3649.94,746.25,39059.23
2637,771,271,76,2023-02-19,2023-02-27,2023-03-06,Winter,Net Banking,19235.37,12892.84,4529.23,1262.96,756.5,228.61,38448.29
2638,943,262,162,2023-03-01,2023-04-08,2023-04-14,Summer,UPI,29145.24,3880.17,3806.77,6133.82,1333.23,4019.2,40280.03
2639,433,201,166,2023-03-06,2023-04-28,2023-05-03,Summer,UPI,23031.75,5685.16,2299.01,7612.5,1317.67,3270.15,36675.94
2640,771,444,191,2024-02-29,2024-04-01,2024-04-03,Summer,UPI,13039.14,2936.72,2151.97,961.28,3585.78,930.61,21744.28
2641,951,335,113,2023-01-04,2023-02-21,2023-02-25,Winter,Net Banking,51448.44,12913.96,8318.04,12654.73,6298.4,91.69,91541.88
2642,509,279,99,2023-07-17,2023-08-21,2023-08-27,Monsoon,Net Banking,12592.92,8189.42,3738.0,3212.3,3116.92,101.08,30748.48
2643,571,410,116,2023-06-09,2023-07-01,2023-07-03,Monsoon,UPI,9810.5,10447.18,17523.5,22994.13,7954.52,1232.91,67496.92
2644,247,122,138,2023-04-27,2023-06-12,2023-06-19,Monsoon,Cash,22684.76,8422.37,2728.08,6029.82,620.5,2262.31,38223.22
2645,515,396,188,2024-03-07,2024-03-27,2024-03-29,Summer,Net Banking,10854.64,6782.11,4558.16,5082.26,1028.68,917.5,27388.35
2646,486,10,115,2022-12-23,2023-01-17,2023-01-23,Winter,Net Banking,14155.92,28847.09,13630.05,9671.96,2024.9,1316.83,67013.09
2647,174,290,96,2023-11-20,2024-01-02,2024-01-06,Winter,Net Banking,9148.4,13554.37,2902.76,1213.58,2581.48,1001.64,28398.95
2648,400,204,56,2024-05-16,2024-07-07,2024-07-13,Monsoon,Cash,31783.44,8715.95,1687.64,769.65,3789.68,452.2,46294.16
2649,612,178,170,2023-10-08,2023-11-26,2023-12-03,Autumn,Net Banking,6754.16,9654.78,5313.37,11629.45,6522.49,26.27,39847.98
2650,546,377,97,2023-06-06,2023-07-13,2023-07-16,Monsoon,Credit Card,13503.87,4929.62,1600.37,6677.42,912.12,1897.06,25726.34
2651,341,309,94,2023-01-27,2023-03-25,2023-03-28,Summer,Debit Card,5034.99,2586.38,1325.24,3293.24,2201.16,103.47,14337.54
2652,3,423,51,2023-05-19,2023-07-17,2023-07-21,Monsoon,Net Banking,4874.48,4931.49,3059.01,8288.89,1631.6,705.53,22079.94
2653,95,98,71,2023-03-31,2023-05-16,2023-05-23,Summer,Net Banking,52477.39,5480.6,1806.2,6505.58,1313.83,3857.68,63725.92
2654,261,93,27,2023-09-28,2023-10-22,2023-10-29,Autumn,Debit Card,9142.77,7249.17,4021.05,693.72,5157.43,1229.31,25034.83
2655,268,58,79,2024-03-20,2024-05-03,2024-05-10,Summer,Cash,16862.51,23467.06,8530.26,35191.24,10147.64,2520.21,91678.5
2656,140,340,130,2024-10-09,2024-12-08,2024-12-15,Winter,Credit Card,91015.96,12566.91,3298.71,3588.94,3469.35,9336.52,104603.35
2657,504,254,127,2023-07-21,2023-08-13,2023-08-20,Monsoon,Debit Card,68728.45,8629.92,2841.33,3482.36,1021.37,5366.71,79336.72
2658,642,51,5,2023-07-25,2023-09-05,2023-09-08,Autumn,Credit Card,6236.49,5154.18,2829.35,13194.1,5456.5,223.93,32646.69
2659,213,26,174,2024-01-25,2024-02-11,2024-02-15,Winter,Credit Card,23556.64,5523.7,3672.96,17538.23,2657.19,1856.04,51092.68
2660,795,417,90,2023-03-19,2023-04-06,2023-04-09,Summer,Debit Card,42907.38,2316.12,4424.41,9063.49,2452.01,5054.61,56108.8
2661,537,386,80,2024-05-09,2024-07-02,2024-07-09,Monsoon,Cash,87130.75,6696.27,3339.07,8337.64,1369.93,156.02,106717.64
